id,id_customer
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1073,0
1077,0
1081,0
1094,0
1097,0
1098,0
1101,0
1107,0
1110,0
1113,0
1120,0
1121,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1151,0
1152,0
1159,0
1167,0
1168,0
1172,0
1173,0
1176,0
1177,0
1181,0
1183,0
1184,0
1185,0
1190,0
1191,0
1193,0
1194,0
1196,0
1197,0
1198,0
1200,0
1201,0
1203,0
1204,0
1209,0
1211,0
1212,0
1213,0
1214,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1225,0
1227,0
1228,0
1229,0
1231,0
1248,0
1249,0
1251,0
1252,0
1254,0
1255,0
1258,0
1260,0
1261,0
1262,0
1270,0
1271,0
1272,0
1274,0
1283,0
1285,0
1287,0
1288,0
1289,0
1292,0
1293,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1366,0
1367,0
1371,0
1372,0
1375,0
1378,0
1381,0
1388,0
1394,0
1403,0
1406,0
1413,0
1415,0
1421,0
1424,0
1425,0
1429,0
1432,0
1438,0
1447,0
1457,0
1458,0
1460,0
1463,0
1467,0
1471,0
1476,0
1482,0
1488,0
1520,0
1523,0
1524,0
1525,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1548,0
1549,0
1550,0
1553,0
1563,0
1565,0
1574,0
1577,0
1579,0
1582,0
1587,0
1590,0
1591,0
1596,0
1598,0
1599,0
1600,0
1606,0
1610,0
1619,0
1622,0
1624,0
1625,0
1629,0
1631,0
1634,0
1643,0
1644,0
1646,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1665,0
1667,0
1671,0
1675,0
1676,0
1680,0
1682,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1701,0
1702,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1714,0
1715,0
1716,0
1717,0
1720,0
1721,0
1722,0
1724,0
1725,0
1727,0
1728,0
1729,0
1730,0
1731,0
1734,0
1735,0
1736,0
1737,0
1741,0
1745,0
1746,0
1754,0
1756,0
1757,0
1758,0
1759,0
1762,0
1763,0
1765,0
1767,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1779,0
1782,0
1790,0
1791,0
1795,0
1796,0
1799,0
1800,0
1801,0
1804,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1820,0
1822,0
1829,0
1832,0
1833,0
1834,0
1835,0
1838,0
1840,0
1843,0
1844,0
1845,0
1849,0
1852,0
1854,0
1856,0
1857,0
1859,0
1861,0
1862,0
1867,0
1873,0
1877,0
1880,0
1886,0
1892,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1904,0
1905,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1929,0
1931,0
1934,0
1935,0
1936,0
1942,0
1943,0
1947,0
1948,0
1955,0
1956,0
1964,0
1965,0
1967,0
1969,0
1973,0
1975,0
1978,0
1979,0
1982,0
1985,0
1986,0
1987,0
1989,0
1992,0
1998,0
2002,0
2023,0
2024,0
2029,0
2035,0
2036,0
2041,0
2048,0
2052,0
2059,0
2062,0
2064,0
2072,0
2073,0
2075,0
2077,0
2079,0
2080,0
2092,0
2096,0
2097,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,0
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2149,0
2150,0
2151,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2189,0
2206,0
2232,0
2233,0
2234,0
2235,0
2236,0
2239,0
2243,0
2244,0
2247,0
2250,0
2254,0
2264,0
2269,0
2270,0
2279,0
2283,0
2290,0
2293,0
2295,0
2297,0
2298,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2313,0
2314,0
2315,0
2320,0
2324,0
2332,0
2334,0
2335,0
2337,0
2338,0
2350,0
2360,0
2366,0
2367,0
2368,0
2369,0
2371,0
2372,0
2376,0
2377,0
2378,0
2384,0
2389,0
2392,0
2400,0
2403,0
2405,0
2406,0
2417,0
2423,0
2440,0
2450,0
2461,0
2462,0
2470,0
2477,0
2478,0
2479,0
2489,0
2492,0
2510,0
2526,0
2528,0
2532,0
2533,0
2535,0
2558,0
2577,0
2578,0
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,0
2627,0
2628,0
2629,0
2630,0
2631,0
2632,0
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2670,0
2682,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2699,0
2720,0
2733,0
2734,0
2741,0
2753,0
2754,0
2760,0
2765,0
2766,0
2770,0
2771,0
2772,0
2777,0
2784,0
2789,0
2800,0
2801,0
2802,0
2819,0
2831,0
2880,0
2881,0
2882,0
2891,0
2914,0
2942,0
2952,0
2956,0
2974,0
2985,0
3012,0
3028,0
3033,0
3039,0
3099,0
3113,0
3172,0
3176,0
3188,0
3191,0
3214,0
3219,0
3231,0
3250,0
3259,0
3261,0
3263,0
3265,0
3293,0
3299,0
3310,0
3317,0
3318,0
3325,0
3373,0
3382,0
3394,0
3395,0
3431,0
3432,0
3433,0
3434,0
3435,0
3436,0
3437,0
3438,0
3439,0
3440,0
3441,0
3442,0
3443,0
3444,0
3445,0
3446,0
3447,0
3448,0
3449,0
3450,0
3451,0
3452,0
3453,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3461,0
3462,0
3463,0
3464,0
3465,0
3466,0
3467,0
3468,0
3469,0
3470,0
3471,0
3472,0
3473,0
3474,0
3475,0
3476,0
3477,0
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,0
3485,0
3486,0
3487,0
3488,0
3489,0
3490,0
3491,0
3492,0
3493,0
3494,0
3495,0
3496,0
3497,0
3498,0
3499,0
3500,0
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0
3510,0
3511,0
3512,0
3513,0
3514,0
3515,0
3516,0
3517,0
3518,0
3519,0
3520,0
3521,0
3522,0
3523,0
3524,0
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,0
3534,0
3535,0
3536,0
3537,0
3538,0
3539,0
3540,0
3541,0
3542,0
3543,0
3544,0
3545,0
3546,0
3547,0
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0
3558,0
3559,0
3560,0
3561,0
3562,0
3563,0
3564,0
3565,0
3566,0
3567,0
3579,0
3581,0
3588,0
3591,0
3592,0
3610,0
3629,0
3632,0
3658,0
3676,0
3742,0
3766,0
3796,0
3800,0
3813,0
3823,0
3829,0
3830,0
3839,0
3879,0
3894,0
3918,0
3949,0
3959,0
3971,0
3984,0
4013,0
4032,0
4033,0
4039,0
4070,0
4072,0
4089,0
4094,0
4140,0
4149,0
4229,0
4238,0
4247,0
4248,0
4249,0
4250,0
4251,0
4252,0
4253,0
4254,0
4255,0
4256,0
4257,0
4258,0
4259,0
4260,0
4261,0
4262,0
4263,0
4264,0
4265,0
4266,0
4267,0
4268,0
4269,0
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,0
4278,0
4279,0
4280,0
4281,0
4282,0
4283,0
4284,0
4285,0
4286,0
4287,0
4288,0
4289,0
4290,0
4291,0
4292,0
4293,0
4294,0
4295,0
4296,0
4297,0
4298,0
4299,0
4300,0
4301,0
4302,0
4303,0
4304,0
4305,0
4306,0
4307,0
4308,0
4309,0
4310,0
4311,0
4312,0
4313,0
4358,0
4380,0
4382,0
4390,0
4392,0
4415,0
4433,0
4443,0
4444,0
4456,0
4465,0
4466,0
4467,0
4470,0
4474,0
4476,0
4488,0
4489,0
4518,0
4519,0
4520,0
4521,0
4522,0
4523,0
4524,0
4525,0
4526,0
4527,0
4528,0
4529,0
4530,0
4531,0
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0
4540,0
4541,0
4542,0
4543,0
4544,0
4545,0
4546,0
4547,0
4550,0
4551,0
4565,0
4568,0
4569,0
4580,0
4629,0
4631,0
4632,0
4641,0
4664,0
4665,0
4666,0
4694,0
4705,0
4735,0
4737,0
4739,0
4754,0
4761,0
4805,0
4829,0
4831,0
4860,0
4875,0
4879,0
4886,0
4887,0
4891,0
4908,0
4914,0
4917,0
4931,0
4947,0
4948,0
4958,0
4965,0
5036,0
5041,0
5054,0
5098,0
5099,0
5101,0
5126,0
5129,0
5143,0
5148,0
5149,0
5188,0
5198,0
5203,0
5217,0
5235,0
5240,0
5266,0
5285,0
5341,0
5348,0
5365,0
5395,0
5398,0
5402,0
5422,0
5469,0
5481,0
5485,0
5502,0
5522,0
5562,0
5563,0
5569,0
5594,0
5630,0
5638,0
5639,0
5646,0
5670,0
5681,0
5682,0
5688,0
5704,0
5707,0
5721,0
5725,0
5739,0
5767,0
5782,0
5783,0
5816,0
5835,0
5839,0
5856,0
5897,0
5898,0
5924,0
5928,0
5947,0
5949,0
5972,0
5978,0
5981,0
5982,0
5983,0
5984,0
5985,0
5986,0
5987,0
5988,0
5989,0
5990,0
5991,0
5992,0
5993,0
5994,0
5995,0
5996,0
5997,0
5998,0
5999,0
6000,0
6001,0
6002,0
6003,0
6004,0
6005,0
6006,0
6007,0
6008,0
6009,0
6010,0
6011,0
6012,0
6013,0
6014,0
6015,0
6016,0
6017,0
6018,0
6019,0
6020,0
6021,0
6022,0
6023,0
6024,0
6025,0
6026,0
6027,0
6028,0
6029,0
6030,0
6031,0
6032,0
6033,0
6034,0
6035,0
6036,0
6037,0
6038,0
6039,0
6040,0
6041,0
6042,0
6043,0
6044,0
6045,0
6046,0
6047,0
6048,0
6049,0
6050,0
6051,0
6052,0
6053,0
6054,0
6055,0
6056,0
6057,0
6058,0
6059,0
6060,0
6061,0
6062,0
6063,0
6064,0
6065,0
6066,0
6067,0
6068,0
6069,0
6070,0
6071,0
6072,0
6073,0
6074,0
6075,0
6076,0
6077,0
6078,0
6079,0
6080,0
6081,0
6082,0
6083,0
6084,0
6085,0
6086,0
6087,0
6088,0
6089,0
6090,0
6091,0
6092,0
6093,0
6094,0
6095,0
6096,0
6097,0
6098,0
6099,0
6100,0
6101,0
6102,0
6103,0
6104,0
6105,0
6106,0
6107,0
6108,0
6109,0
6110,0
6111,0
6112,0
6113,0
6114,0
6115,0
6116,0
6117,0
6118,0
6119,0
6120,0
6121,0
6122,0
6123,0
6124,0
6125,0
6126,0
6127,0
6128,0
6129,0
6130,0
6131,0
6132,0
6133,0
6134,0
6135,0
6136,0
6137,0
6138,0
6139,0
6140,0
6141,0
6142,0
6143,0
6144,0
6145,0
6146,0
6147,0
6148,0
6149,0
6150,0
6151,0
6152,0
6200,0
6206,0
6215,0
6218,0
6235,0
6236,0
6237,0
6238,0
6240,0
6241,0
6245,0
6249,0
6260,0
6261,0
6282,0
6286,0
6288,0
6294,0
6328,0
6339,0
6356,0
6366,0
6367,0
6368,0
6371,0
6377,0
6379,0
6417,0
6418,0
6419,0
6430,0
6435,0
6440,0
6480,0
6487,0
6488,0
6494,0
6495,0
6511,0
6517,0
6520,0
6532,0
6534,0
6538,0
6540,0
6541,0
6542,0
6543,0
6544,0
6545,0
6546,0
6547,0
6556,0
6557,0
6558,0
6559,0
6560,0
6561,0
6562,0
6563,0
6564,0
6565,0
6566,0
6567,0
6568,0
6569,0
6570,0
6571,0
6572,0
6573,0
6574,0
6575,0
6576,0
6577,0
6578,0
6579,0
6580,0
6581,0
6582,0
6583,0
6584,0
6585,0
6586,0
6587,0
6588,0
6589,0
6590,0
6591,0
6592,0
6593,0
6594,0
6595,0
6596,0
6597,0
6598,0
6599,0
6600,0
6601,0
6602,0
6603,0
6604,0
6605,0
6606,0
6607,0
6608,0
6609,0
6610,0
6611,0
6612,0
6613,0
6614,0
6615,0
6616,0
6617,0
6618,0
6619,0
6620,0
6621,0
6622,0
6623,0
6624,0
6625,0
6626,0
6627,0
6628,0
6629,0
6630,0
6631,0
6632,0
6633,0
6634,0
6635,0
6636,0
6637,0
6638,0
6639,0
6640,0
6641,0
6642,0
6643,0
6644,0
6686,0
6687,0
6688,0
6723,0
6724,0
6739,0
6740,0
6744,0
6748,0
6752,0
6754,0
6756,0
6757,0
6766,0
6769,0
6793,0
6795,0
6796,0
6797,0
6798,0
6799,0
6800,0
6801,0
6802,0
6803,0
6804,0
6805,0
6806,0
6807,0
6808,0
6809,0
6810,0
6811,0
6812,0
6813,0
6814,0
6815,0
6816,0
6843,0
6846,0
6847,0
6849,0
6850,0
6877,0
6884,0
6894,0
6906,0
6908,0
6910,0
6926,0
6946,0
6951,0
6955,0
6971,0
6979,0
6991,0
6996,0
7000,0
7018,0
7021,0
7022,0
7028,0
7095,0
7096,0
7127,0
7137,0
7143,0
7150,0
7151,0
7152,0
7165,0
7169,0
7171,0
7194,0
7197,0
7198,0
7199,0
7200,0
7201,0
7202,0
7203,0
7204,0
7205,0
7206,0
7207,0
7208,0
7209,0
7210,0
7211,0
7212,0
7213,0
7214,0
7215,0
7216,0
7217,0
7218,0
7219,0
7220,0
7221,0
7222,0
7223,0
7224,0
7225,0
7241,0
7269,0
7306,0
7310,0
7313,0
7334,0
7339,0
7340,0
7381,0
7385,0
7386,0
7387,0
7388,0
7389,0
7390,0
7391,0
7392,0
7393,0
7394,0
7395,0
7396,0
7397,0
7398,0
7399,0
7400,0
7401,0
7402,0
7403,0
7404,0
7405,0
7406,0
7407,0
7408,0
7409,0
7410,0
7411,0
7412,0
7413,0
7414,0
7415,0
7416,0
7417,0
7418,0
7419,0
7420,0
7421,0
7422,0
7423,0
7424,0
7425,0
7426,0
7427,0
7428,0
7429,0
7430,0
7431,0
7432,0
7433,0
7434,0
7435,0
7436,0
7437,0
7438,0
7439,0
7440,0
7441,0
7442,0
7443,0
7444,0
7445,0
7446,0
7447,0
7448,0
7449,0
7450,0
7451,0
7452,0
7453,0
7454,0
7455,0
7456,0
7457,0
7458,0
7459,0
7460,0
7461,0
7462,0
7463,0
7464,0
7465,0
7466,0
7467,0
7468,0
7469,0
7470,0
7471,0
7472,0
7473,0
7474,0
7475,0
7476,0
7477,0
7478,0
7479,0
7480,0
7481,0
7482,0
7488,0
7494,0
7502,0
7503,0
7523,0
7524,0
7525,0
7526,0
7527,0
7546,0
7550,0
7564,0
7596,0
7603,0
7609,0
7630,0
7643,0
7653,0
7665,0
7672,0
7675,0
7697,0
7698,0
7699,0
7735,0
7766,0
7770,0
7771,0
7781,0
7786,0
7794,0
7795,0
7796,0
7797,0
7798,0
7799,0
7800,0
7801,0
7802,0
7803,0
7804,0
7805,0
7806,0
7807,0
7808,0
7809,0
7810,0
7811,0
7812,0
7813,0
7814,0
7815,0
7816,0
7817,0
7818,0
7819,0
7820,0
7821,0
7822,0
7823,0
7824,0
7825,0
7826,0
7827,0
7828,0
7829,0
7830,0
7831,0
7832,0
7833,0
7834,0
7835,0
7836,0
7837,0
7838,0
7839,0
7840,0
7841,0
7842,0
7843,0
7844,0
7848,0
7849,0
7850,0
7851,0
7852,0
7853,0
7854,0
7855,0
7856,0
7864,0
7872,0
7875,0
7878,0
7888,0
7902,0
7903,0
7913,0
7927,0
7928,0
7934,0
7942,0
7943,0
7944,0
7945,0
7946,0
7947,0
7948,0
7949,0
7950,0
7951,0
7952,0
7953,0
7954,0
7955,0
7956,0
7957,0
7958,0
7959,0
7960,0
7961,0
7962,0
7963,0
7964,0
7965,0
7966,0
7967,0
7968,0
7969,0
7970,0
7971,0
7972,0
7973,0
7974,0
7975,0
7976,0
7977,0
7978,0
7979,0
7984,0
7999,0
8007,0
8008,0
8011,0
8012,0
8013,0
8027,0
8029,0
8030,0
8031,0
8032,0
8033,0
8034,0
8035,0
8036,0
8037,0
8038,0
8039,0
8040,0
8041,0
8042,0
8043,0
8044,0
8045,0
8046,0
8047,0
8048,0
8049,0
8050,0
8051,0
8052,0
8053,0
8054,0
8055,0
8056,0
8057,0
8058,0
8059,0
8060,0
8061,0
8062,0
8063,0
8064,0
8065,0
8066,0
8067,0
8068,0
8069,0
8070,0
8071,0
8072,0
8101,0
8107,0
8110,0
8116,0
8170,0
8171,0
8180,0
8203,0
8211,0
8213,0
8216,0
8217,0
8235,0
8239,0
8253,0
8257,0
8260,0
8261,0
8262,0
8263,0
8264,0
8265,0
8266,0
8267,0
8268,0
8269,0
8270,0
8271,0
8272,0
8273,0
8274,0
8275,0
8276,0
8277,0
8278,0
8279,0
8280,0
8281,0
8282,0
8283,0
8284,0
8285,0
8286,0
8287,0
8288,0
8289,0
8290,0
8291,0
8292,0
8293,0
8294,0
8295,0
8296,0
8297,0
8298,0
8299,0
8300,0
8301,0
8302,0
8303,0
8304,0
8305,0
8306,0
8307,0
8308,0
8309,0
8310,0
8311,0
8312,0
8313,0
8314,0
8315,0
8316,0
8317,0
8318,0
8327,0
8329,0
8333,0
8336,0
8343,0
8348,0
8401,0
8415,0
8416,0
8426,0
8450,0
8451,0
8452,0
8453,0
8503,0
8512,0
8517,0
8518,0
8519,0
8539,0
8542,0
8544,0
8549,0
8550,0
8551,0
8552,0
8553,0
8554,0
8555,0
8556,0
8557,0
8558,0
8559,0
8560,0
8561,0
8562,0
8563,0
8564,0
8565,0
8566,0
8567,0
8568,0
8569,0
8570,0
8571,0
8572,0
8573,0
